dateCrawled,name,price,,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,postalCode,lastSeen
2016-03-21 22:47,Volkswagen_Golf_1.9_TDI,2250,volkswagen golf limousine Manual 2003 4,control,limousine,2003,Manual,101,golf,150000,4,diesel,volkswagen,nein,2016-03-21 0:00,82449,2016-03-23 6:44
2016-03-22 5:36,VW_Passat_3_BG_mit_TÃ?Å?�V_03/18,3000,volkswagen passat kombi Manual 2003 5,control,kombi,2003,Manual,101,passat,150000,5,benzin,volkswagen,nein,2016-03-22 0:00,24955,2016-03-24 22:48
2016-03-24 15:38,Volkswagen_Passat_Variant_1.9_TDI_Comfortline_Family,1999,volkswagen passat kombi Manual 2003 5,test,kombi,2003,Manual,101,passat,150000,5,diesel,volkswagen,nein,2016-03-24 0:00,52428,2016-03-24 15:38
2016-03-27 23:25,Volkswagen_Golf_1.9_TDI_Pacific,2750,volkswagen golf limousine Manual 2003 5,test,limousine,2003,Manual,101,golf,150000,5,diesel,volkswagen,nein,2016-03-27 0:00,65604,2016-04-06 3:15
2016-03-28 10:51,Volkswagen_Golf_Variant_1.9_TDI_Comfortline,3200,volkswagen golf kombi Manual 2003 6,control,kombi,2003,Manual,101,golf,150000,6,diesel,volkswagen,nein,2016-03-28 0:00,94513,2016-04-06 12:45
2016-03-29 14:39,Volkswagen_Polo_1.9_TDI,1699,volkswagen polo kleinwagen Manual 2003 11,test,kleinwagen,2003,Manual,101,polo,150000,11,diesel,volkswagen,nein,2016-03-29 0:00,40878,2016-03-29 14:39
2016-03-29 20:52,Vw_Passat_bj_2003,1650,volkswagen passat kombi Manual 2003 8,test,kombi,2003,Manual,101,passat,150000,8,benzin,volkswagen,,2016-03-29 0:00,31609,2016-03-29 20:52
2016-03-30 13:48,B_A_S_T_L_E_R_G_O_L_F_mit_Klima,1300,volkswagen golf limousine Manual 2003 1,test,limousine,2003,Manual,101,golf,150000,1,diesel,volkswagen,nein,2016-03-30 0:00,14542,2016-03-30 13:48
2016-03-31 9:57,Volkswagen_Polo_1.9_TDI,2450,volkswagen polo kleinwagen Manual 2003 2,control,kleinwagen,2003,Manual,101,polo,150000,2,diesel,volkswagen,nein,2016-03-31 0:00,82178,2016-03-31 9:57
2016-03-31 23:55,Golf_4___dunkel_blau,2850,volkswagen golf limousine Manual 2003 0,control,limousine,2003,Manual,101,golf,150000,0,diesel,volkswagen,nein,2016-03-31 0:00,1900,2016-04-01 7:42
2016-04-01 1:57,VW_Golf_IV_TDI_Kombi_in_gutem_Zustand,3200,volkswagen golf kombi Manual 2003 4,control,kombi,2003,Manual,101,golf,150000,4,diesel,volkswagen,nein,2016-04-01 0:00,83362,2016-04-07 3:46
2016-04-02 23:56,Volkswagen_Polo_1.9_TDI,3499,volkswagen polo kleinwagen Manual 2003 5,test,kleinwagen,2003,Manual,101,polo,150000,5,diesel,volkswagen,nein,2016-04-02 0:00,61138,2016-04-05 4:48
2016-04-03 1:57,Volkswagen_Touran_1.9_TDI_Klima__PDF___Grune_plakete_.,3750,volkswagen touran bus Manual 2003 5,control,bus,2003,Manual,101,touran,150000,5,diesel,volkswagen,nein,2016-04-03 0:00,88045,2016-04-07 10:16
2016-04-03 17:57,VW_Passat_1_9_TDI,1900,volkswagen passat kombi Manual 2003 11,test,kombi,2003,Manual,101,passat,150000,11,diesel,volkswagen,nein,2016-04-03 0:00,36433,2016-04-05 18:17
2016-04-03 23:47,Volkswagen_Golf_1.9_TDI,3600,volkswagen golf limousine Manual 2003 3,control,limousine,2003,Manual,101,golf,150000,3,diesel,volkswagen,nein,2016-04-03 0:00,85356,2016-04-04 4:42
2016-04-04 12:57,Volkswagen_Golf_1.9_TDI,2200,volkswagen golf limousine Manual 2003 10,control,limousine,2003,Manual,101,golf,150000,10,diesel,volkswagen,nein,2016-04-04 0:00,48529,2016-04-06 14:45
2016-04-04 13:52,Volkswagen_Golf_1.9_TDI_Pacific_Klima_+_8_Fach_bereift,2300,volkswagen golf limousine Manual 2003 6,control,limousine,2003,Manual,101,golf,150000,6,diesel,volkswagen,nein,2016-04-04 0:00,72116,2016-04-04 13:52
2016-04-05 9:56,VW_Golf_1.9_TDI_Champ_TÃ?Å?�V__neu_gruene_Umweltplakette,3200,volkswagen golf limousine Manual 2003 3,control,limousine,2003,Manual,101,golf,150000,3,diesel,volkswagen,nein,2016-04-05 0:00,86830,2016-04-07 12:45
2016-03-11 19:38,Volkswagen_New_Beetle_1.9_TDI__Tuev__neu_Sonderedition_Alu,3950,volkswagen beetle limousine Manual 2004 10,test,limousine,2004,Manual,101,beetle,150000,10,diesel,volkswagen,nein,2016-03-11 0:00,92224,2016-03-13 0:44
2016-03-12 17:44,VW_Passat_Variant_1.9_TDI_Comfortline_Vollleder_HU_4/2017,2950,volkswagen passat kombi Manual 2004 1,test,kombi,2004,Manual,101,passat,150000,1,diesel,volkswagen,nein,2016-03-12 0:00,55278,2016-04-07 8:45
2016-03-16 16:44,Volkswagen_Golf_1.9_TDI,5950,volkswagen golf limousine Manual 2004 4,control,limousine,2004,Manual,101,golf,150000,4,diesel,volkswagen,nein,2016-03-16 0:00,89231,2016-03-16 16:44
2016-03-16 21:38,Volkswagen_Passat_Variant_1.9_TDI_Trendline,2599,volkswagen passat kombi Manual 2004 1,control,kombi,2004,Manual,101,passat,150000,1,diesel,volkswagen,nein,2016-03-16 0:00,49205,2016-03-17 20:20
2016-03-18 23:47,VW_Passat_Variant_1_9_TDI__guter__Zustand__2004,4179,volkswagen passat kombi Manual 2004 3,test,kombi,2004,Manual,101,passat,150000,3,diesel,volkswagen,nein,2016-03-18 0:00,78056,2016-03-31 9:46
2016-03-19 17:52,Volkswagen_Bora_Variant_1.9_TDI_Pacific,5800,volkswagen bora kombi Manual 2004 3,control,kombi,2004,Manual,101,bora,150000,3,diesel,volkswagen,nein,2016-03-19 0:00,57368,2016-04-07 4:45
2016-03-20 18:47,VW_Polo__9N__1_9_TDI_101PS__TÃ?Å?�V_Neu__Service_Neu_Lueckenlos!!,3290,volkswagen polo kleinwagen Manual 2004 6,test,kleinwagen,2004,Manual,101,polo,150000,6,diesel,volkswagen,nein,2016-03-20 0:00,87437,2016-03-28 20:15
2016-03-26 13:37,Polo_Limusine_1.4___74kw/101_ps,3100,volkswagen polo limousine Manual 2004 8,control,limousine,2004,Manual,101,polo,150000,8,,volkswagen,nein,2016-03-26 0:00,12627,2016-04-06 1:16
2016-03-28 18:49,Volkswagen_Touran_1.9_TDI_Trendline_1.Hand_sehr_gepflegt!!!,5950,volkswagen touran bus Manual 2004 6,control,bus,2004,Manual,101,touran,125000,6,diesel,volkswagen,nein,2016-03-28 0:00,38106,2016-04-07 1:15
2016-04-01 9:37,Volkswagen_Passat_Variant_1.9_TDI_Comfortline_Family,3780,volkswagen passat kombi Manual 2004 5,test,kombi,2004,Manual,101,passat,150000,5,diesel,volkswagen,nein,2016-04-01 0:00,68766,2016-04-07 5:46
2016-04-02 22:52,Volkswagen_Golf_Variant_1.9_TDI_Pacific_Euro_4,3150,volkswagen golf kombi Manual 2004 8,test,kombi,2004,Manual,101,golf,150000,8,diesel,volkswagen,nein,2016-04-02 0:00,37534,2016-04-03 0:42
2016-04-03 9:52,Volkswagen_Passat_Variant_1.9_TDI_Trendline,1900,volkswagen passat kombi Manual 2004 5,control,kombi,2004,Manual,101,passat,150000,5,diesel,volkswagen,ja,2016-04-03 0:00,42655,2016-04-05 8:49
2016-04-03 15:49,VW_Polo_101PS__TÃ?Å?�V_05/2017_Guter_Zustand,3500,volkswagen polo kleinwagen Manual 2004 6,test,kleinwagen,2004,Manual,101,polo,150000,6,benzin,volkswagen,,2016-04-03 0:00,7381,2016-04-05 15:16
2016-04-04 13:58,Volkswagen_Touran_1.9_TDI_Trendline_mit_DPF,3750,volkswagen touran bus Manual 2004 1,control,bus,2004,Manual,101,touran,150000,1,diesel,volkswagen,nein,2016-04-04 0:00,24558,2016-04-06 15:44
2016-03-08 19:37,Golf_4___1_9_TDI__Neu_TÃ?Å?�V,3699,volkswagen golf kombi Manual 2005 4,test,kombi,2005,Manual,101,golf,150000,4,diesel,volkswagen,,2016-03-08 0:00,17139,2016-03-24 20:45
2016-03-11 10:49,Volkswagen_Lupo_1.4_16V_Comfortline__101_PS_,3250,volkswagen lupo kleinwagen Manual 2005 6,test,kleinwagen,2005,Manual,101,lupo,150000,6,benzin,volkswagen,nein,2016-03-11 0:00,3185,2016-04-01 2:45
2016-03-11 19:56,Passat_1_9_TDI,5100,volkswagen passat kombi Automatic 2005 7,test,kombi,2005,Automatic,101,passat,150000,7,diesel,volkswagen,,2016-03-11 0:00,47198,2016-03-16 10:47
2016-03-17 19:39,Volkswagen_Touran,4200,volkswagen touran bus Automatic 2005 1,control,bus,2005,Automatic,101,touran,150000,1,diesel,volkswagen,nein,2016-03-17 0:00,48165,2016-03-17 19:39
2016-03-05 20:53,Volkswagen_Polo_1.4_16V_Comfortline,3199,volkswagen polo kleinwagen Manual 2006 3,control,kleinwagen,2006,Manual,101,polo,150000,3,benzin,volkswagen,nein,2016-03-05 0:00,54498,2016-03-09 17:18
2016-03-10 17:50,Volkswagen_Golf_Variant_1.9_TDI_Atlantic_DPF,2900,volkswagen golf kombi Manual 2006 1,control,kombi,2006,Manual,101,golf,150000,1,diesel,volkswagen,nein,2016-03-10 0:00,10585,2016-03-18 3:16
2016-04-03 14:48,Volkswagen_Golf_Variant_1.9_TDI_Atlantic_Style,4950,volkswagen golf kombi Manual 2006 7,test,kombi,2006,Manual,101,golf,125000,7,diesel,volkswagen,nein,2016-04-03 0:00,57368,2016-04-05 13:47
2016-04-04 0:56,Volkswagen_Polo_1.9_TDI,3990,volkswagen polo kleinwagen Manual 2006 4,test,kleinwagen,2006,Manual,101,polo,150000,4,diesel,volkswagen,nein,2016-04-04 0:00,74072,2016-04-06 9:16
2016-04-04 20:57,Volkswagen_Golf_Variant_1.9_TDI,3550,volkswagen golf kombi Manual 2006 6,control,kombi,2006,Manual,101,golf,150000,6,diesel,volkswagen,nein,2016-04-04 0:00,84559,2016-04-06 23:44
2016-04-05 1:57,Volkswagen_Golf_Variant_1.9_TDI,5800,volkswagen golf kombi Manual 2006 4,control,kombi,2006,Manual,101,golf,125000,4,diesel,volkswagen,nein,2016-04-05 0:00,24103,2016-04-07 11:15
2016-03-23 17:48,Volkswagen_Golf_Variant_1.9_TDI_Atlantic,4750,volkswagen golf kombi Manual 2007 2,control,kombi,2007,Manual,101,golf,150000,2,diesel,volkswagen,nein,2016-03-23 0:00,84051,2016-03-27 22:45
2016-04-04 0:44,Volkswagen_Polo_1.9_TDI_Comfortline,4500,volkswagen polo kleinwagen Manual 2008 11,test,kleinwagen,2008,Manual,101,polo,150000,11,diesel,volkswagen,nein,2016-04-03 0:00,42929,2016-04-06 3:44
2016-03-30 23:56,VW_Tiguan_2.0_TDI_DPF_BlueMotion_Technology,12000,volkswagen tiguan suv Manual 2011 7,control,suv,2011,Manual,101,tiguan,150000,7,diesel,volkswagen,nein,2016-03-30 0:00,1069,2016-03-31 7:43
2016-03-07 19:54,Volkswagen_Multivan_T4__CARAVELLE_8_Sitzer_euro2_laeuft__TOP,3499,volkswagen transporter bus Manual 1996 6,control,bus,1996,Manual,102,transporter,150000,6,diesel,volkswagen,nein,2016-03-07 0:00,49661,2016-03-11 2:17
2016-03-16 11:36,Volkswagen_Multivan_T4_TDI_7DC_UY2,8699,volkswagen transporter bus Manual 1996 10,test,bus,1996,Manual,102,transporter,150000,10,diesel,volkswagen,nein,2016-03-16 0:00,37191,2016-04-06 6:45
2016-03-16 13:58,T4_Multivan_Tdi_KLIMA_Standheizung_TÃ?Å?�V3/18,4900,volkswagen transporter bus Manual 1996 10,control,bus,1996,Manual,102,transporter,150000,10,diesel,volkswagen,,2016-03-16 0:00,6712,2016-03-25 11:18
2016-03-16 21:58,VW_Bus_T4__2.5_TDI_DIESEL__LKW_geschl._Kasten__TÃ?Å?�V_04/17,2790,volkswagen transporter bus Manual 1996 12,control,bus,1996,Manual,102,transporter,5000,12,diesel,volkswagen,nein,2016-03-16 0:00,25451,2016-03-23 12:47
2016-03-29 15:51,Volkswagen_Multivan_TDI__DPF__Standheizung__Tempomat,4800,volkswagen transporter bus Manual 1996 6,control,bus,1996,Manual,102,transporter,150000,6,diesel,volkswagen,nein,2016-03-29 0:00,15566,2016-03-29 15:51
2016-04-02 8:55,T4_2.5_TDI_Lkw_Zulassung,3950,volkswagen transporter  Manual 1996 4,control,,1996,Manual,102,transporter,150000,4,,volkswagen,nein,2016-04-02 0:00,15806,2016-04-06 7:16
2016-04-04 19:39,Vw_T4_Transporter,4000,volkswagen transporter bus Manual 1996 5,test,bus,1996,Manual,102,transporter,150000,5,,volkswagen,nein,2016-04-04 0:00,33106,2016-04-06 21:45
2016-03-07 17:55,Volkswagen_Transporter_T4_TDI,4500,volkswagen transporter bus Manual 1997 11,test,bus,1997,Manual,102,transporter,150000,11,diesel,volkswagen,nein,2016-03-07 0:00,24896,2016-03-11 10:16
2016-03-12 13:48,Volkswagen_Caravelle_T4_TDI,4400,volkswagen transporter bus Manual 1997 9,control,bus,1997,Manual,102,transporter,150000,9,diesel,volkswagen,nein,2016-03-12 0:00,87471,2016-03-24 8:45
2016-03-14 7:54,Volkswagen_Transporter_T4_2_5_TDI_7DJ1Y2_9.Sitzer_Tuev_07/16,1650,volkswagen transporter bus Manual 1997 5,control,bus,1997,Manual,102,transporter,150000,5,diesel,volkswagen,nein,2016-03-14 0:00,21684,2016-04-07 8:16
2016-03-17 15:36,Volkswagen_T4_andere,7700,volkswagen transporter bus Manual 1997 9,test,bus,1997,Manual,102,transporter,150000,9,diesel,volkswagen,nein,2016-03-17 0:00,66450,2016-04-07 1:16
2016-03-17 21:48,Volkswagen_T4_California,10800,volkswagen transporter bus Manual 1997 3,test,bus,1997,Manual,102,transporter,150000,3,diesel,volkswagen,nein,2016-03-17 0:00,72218,2016-03-22 4:45
2016-03-18 15:37,Volkswagen_T4_Multivan_2_5_TDI_Klimaanlage_7_Sitze_AHK.,4300,volkswagen transporter bus Manual 1997 6,control,bus,1997,Manual,102,transporter,150000,6,diesel,volkswagen,nein,2016-03-18 0:00,38112,2016-03-26 11:16
2016-03-19 8:36,Volkswagen_Multivan_T4_TDI_7DC_UY2,5900,volkswagen transporter bus Manual 1997 6,test,bus,1997,Manual,102,transporter,150000,6,diesel,volkswagen,ja,2016-03-19 0:00,41199,2016-03-29 19:18
2016-03-25 16:57,VW_T4_Multivan_Generation_MV2_Bett_Kuehlbox,3710,volkswagen transporter bus Manual 1997 10,control,bus,1997,Manual,102,transporter,150000,10,diesel,volkswagen,nein,2016-03-25 0:00,13437,2016-03-25 16:57
2016-03-31 19:53,VW_T_4_2_5_TDI__102_PS__Krankenwagen_/_PKW_/_gruene_Plakette!_Ahk.,3950,volkswagen transporter andere Manual 1997 11,control,andere,1997,Manual,102,transporter,150000,11,diesel,volkswagen,nein,2016-03-31 0:00,33803,2016-03-31 20:41
2016-04-04 18:52,VW_T4_2.5_TDI_LKW_Geschl._Kasten__Gruene_Plakette,2900,volkswagen transporter bus Manual 1997 12,test,bus,1997,Manual,102,transporter,150000,12,diesel,volkswagen,nein,2016-04-04 0:00,47608,2016-04-06 21:16
2016-03-05 14:26,VW_Bus_T4_2_5_TDI__gruene_Plakette__Multivan_Ausstattung,3850,volkswagen transporter bus Manual 1998 6,test,bus,1998,Manual,102,transporter,150000,6,diesel,volkswagen,nein,2016-03-05 0:00,57299,2016-03-10 10:47
2016-03-08 22:49,Volkswagen_LT_35_TDI_2DA182,4350,volkswagen andere bus Manual 1998 6,test,bus,1998,Manual,102,andere,150000,6,diesel,volkswagen,nein,2016-03-08 0:00,31559,2016-03-23 7:16
2016-03-09 17:58,VW_T4_Bus_Multivan_8_fach_Alubereift,8888,volkswagen transporter bus Manual 1998 8,test,bus,1998,Manual,102,transporter,150000,8,diesel,volkswagen,nein,2016-03-09 0:00,89297,2016-04-03 9:47
2016-03-09 18:44,Volkswagen_Automatik__T4_TDI_neus_Modell,4490,volkswagen transporter bus Automatic 1998 11,test,bus,1998,Automatic,102,transporter,150000,11,diesel,volkswagen,nein,2016-03-09 0:00,22041,2016-03-29 4:18
2016-03-12 15:40,Volkswagen_Caravelle_T4_GL_TDI_7DK2K2,3550,volkswagen transporter bus Manual 1998 5,control,bus,1998,Manual,102,transporter,150000,5,diesel,volkswagen,nein,2016-03-12 0:00,79244,2016-03-17 17:16
2016-03-15 23:56,Volkswagen_Multivan_T4_TDI_7DC_UY2,8900,volkswagen transporter bus Manual 1998 2,control,bus,1998,Manual,102,transporter,150000,2,diesel,volkswagen,nein,2016-03-15 0:00,92224,2016-03-29 13:46
2016-03-16 17:57,Volkswagen_Caravelle_T4_TDI_Standh.,2800,volkswagen transporter bus Manual 1998 9,control,bus,1998,Manual,102,transporter,150000,9,diesel,volkswagen,nein,2016-03-16 0:00,99752,2016-04-01 5:16
2016-03-17 18:48,Volkswagen_Multivan_T4_2.5_TDI_Automatik,5180,volkswagen transporter bus Automatic 1998 12,control,bus,1998,Automatic,102,transporter,150000,12,diesel,volkswagen,nein,2016-03-17 0:00,27327,2016-04-07 6:16
2016-03-19 10:38,Volkswagen_Transporter_T4_TDI_7DA1Y2,2290,volkswagen transporter bus Manual 1998 12,test,bus,1998,Manual,102,transporter,150000,12,diesel,volkswagen,nein,2016-03-19 0:00,71364,2016-03-19 10:38
2016-03-23 12:56,Volkswagen_Multivan_T4_TDI_Topstar,800,volkswagen transporter bus Manual 1998 4,control,bus,1998,Manual,102,transporter,150000,4,diesel,volkswagen,ja,2016-03-23 0:00,92259,2016-03-30 22:16
2016-03-28 12:44,T4_TRANSPORTER_2.5_TDI_MIT_102_PS_LANGE_RASCHTADT__LKW__ZULASSUNG,3200,volkswagen transporter bus Manual 1998 4,test,bus,1998,Manual,102,transporter,150000,4,diesel,volkswagen,nein,2016-03-28 0:00,12049,2016-04-06 15:16
2016-04-01 15:38,Volkswagen_Multivan_T4_TDI_Facelift_7DC_UY2__Inspektion_neu,5750,volkswagen transporter bus Manual 1998 8,test,bus,1998,Manual,102,transporter,150000,8,diesel,volkswagen,nein,2016-04-01 0:00,29227,2016-04-01 15:38
2016-03-06 11:39,Ã?�Â´VW_T4__Bus___2.5_TDI__Caravelle__Bis_13.00Uhr_reserviert,3990,volkswagen transporter bus Manual 1999 6,test,bus,1999,Manual,102,transporter,150000,6,diesel,volkswagen,,2016-03-06 0:00,94269,2016-03-10 19:46
2016-03-08 10:55,VW_T4_Syncro_Multivan_Wohnmobil,9450,volkswagen transporter bus Manual 1999 10,test,bus,1999,Manual,102,transporter,150000,10,diesel,volkswagen,nein,2016-03-08 0:00,81377,2016-03-11 13:16
2016-03-13 11:37,VW_T4_Caravelle/Transporter_/_2_5_TDI_/_lang_/_Klima_/_TÃ?Å?�V:_02/17,3499,volkswagen transporter bus Manual 1999 10,control,bus,1999,Manual,102,transporter,150000,10,diesel,volkswagen,,2016-03-13 0:00,61197,2016-03-15 17:45
2016-03-15 2:59,VW_T4_2_5_TDI,5000,volkswagen transporter bus Manual 1999 12,test,bus,1999,Manual,102,transporter,150000,12,diesel,volkswagen,nein,2016-03-15 0:00,22303,2016-04-07 13:16
2016-03-20 12:46,VW_LT35_Kastenwagen,2300,volkswagen andere andere Manual 1999 4,test,andere,1999,Manual,102,andere,150000,4,diesel,volkswagen,nein,2016-03-20 0:00,14822,2016-03-20 12:46
2016-04-01 21:47,VW_T4_California_2_5_TDI_**2_Jahre_TÃ?Å?�V**,17000,volkswagen  bus Manual 1999 11,test,bus,1999,Manual,102,,150000,11,diesel,volkswagen,nein,2016-04-01 0:00,32312,2016-04-03 19:16
2016-04-05 0:59,Volkswagen_Transporter_Multivan_T4_TDI_102_PS,3500,volkswagen transporter bus Manual 1999 7,control,bus,1999,Manual,102,transporter,150000,7,diesel,volkswagen,nein,2016-04-05 0:00,60431,2016-04-05 12:29
2016-03-09 18:53,T4_2.5_TDI_caravelle,4500,volkswagen transporter bus Manual 2000 12,test,bus,2000,Manual,102,transporter,150000,12,diesel,volkswagen,nein,2016-03-09 0:00,93158,2016-03-24 19:17
2016-03-09 22:47,VW_Passat_Kombi__BJ_11/2000,3200,volkswagen passat kombi Manual 2000 11,test,kombi,2000,Manual,102,passat,150000,11,benzin,volkswagen,nein,2016-03-09 0:00,26789,2016-03-15 15:48
2016-03-13 20:36,Volkswagen_Transporter_T4_TDI_7DB1Y2,5500,volkswagen transporter kombi Manual 2000 1,control,kombi,2000,Manual,102,transporter,150000,1,diesel,volkswagen,nein,2016-03-13 0:00,17491,2016-04-06 18:45
2016-03-17 13:36,Volkswagen_Transporter_T4_TDI,2700,volkswagen transporter bus Manual 2000 7,control,bus,2000,Manual,102,transporter,150000,7,diesel,volkswagen,nein,2016-03-17 0:00,30539,2016-04-02 20:18
2016-03-17 16:54,Volkswagen_T4_California_Coach_/_standheizung,15800,volkswagen transporter bus Manual 2000 6,test,bus,2000,Manual,102,transporter,150000,6,diesel,volkswagen,nein,2016-03-17 0:00,60386,2016-03-25 12:16
2016-03-17 22:52,Volkswagen_Transporter_Syncro_7DJ_1Y5/_W24,4500,volkswagen transporter bus Manual 2000 12,test,bus,2000,Manual,102,transporter,150000,12,diesel,volkswagen,nein,2016-03-17 0:00,64560,2016-03-21 4:16
2016-03-21 10:37,VW_t4_Multivan_Neulack__kein_Rost__projektzwo__20zoll,15000,volkswagen transporter  Manual 2000 0,test,,2000,Manual,102,transporter,150000,0,diesel,volkswagen,,2016-03-21 0:00,16562,2016-04-06 4:46
2016-03-25 16:58,Volkswagen_Multivan_T4_TDI,10900,volkswagen transporter bus Manual 2000 6,control,bus,2000,Manual,102,transporter,150000,6,diesel,volkswagen,nein,2016-03-25 0:00,45968,2016-04-06 21:46
2016-03-28 13:53,Volkswagen_TOP_SCHNÃ?â??�PPCHEN!_VW_Multivan_T4_TDI_Atlantis,8350,volkswagen transporter bus Manual 2000 9,test,bus,2000,Manual,102,transporter,150000,9,diesel,volkswagen,nein,2016-03-28 0:00,13585,2016-04-02 18:16
2016-04-02 20:51,Volkswagen_Transporter_T4_TDI_7DA1Y2,2700,volkswagen transporter bus Manual 2000 1,test,bus,2000,Manual,102,transporter,150000,1,diesel,volkswagen,nein,2016-04-02 0:00,99842,2016-04-02 20:51
2016-03-08 13:46,Volkswagen_Beetle,3950,volkswagen beetle limousine Manual 2001 12,control,limousine,2001,Manual,102,beetle,125000,12,benzin,volkswagen,nein,2016-03-08 0:00,52222,2016-04-05 17:45
2016-03-15 15:41,Volkswagen_Passat_Variant_1.6,1900,volkswagen passat kombi Manual 2001 4,control,kombi,2001,Manual,102,passat,150000,4,benzin,volkswagen,nein,2016-03-15 0:00,32676,2016-03-22 16:22
2016-03-18 21:51,Volkswagen_Caravelle_Syncro_2.5_Tdi,2850,volkswagen transporter bus Manual 2001 11,control,bus,2001,Manual,102,transporter,150000,11,diesel,volkswagen,nein,2016-03-18 0:00,72072,2016-03-18 21:51
2016-03-20 22:48,Volkswagen_Caravelle_Syncro,2980,volkswagen transporter bus Manual 2001 5,test,bus,2001,Manual,102,transporter,150000,5,diesel,volkswagen,nein,2016-03-20 0:00,80333,2016-03-20 23:40
2016-03-21 1:56,VW_Passat_3BG_1.6_Benziner_mit_TÃ?Å?�V_bis_05.2017,2200,volkswagen  kombi Manual 2001 1,test,kombi,2001,Manual,102,,150000,1,benzin,volkswagen,nein,2016-03-21 0:00,44577,2016-03-21 8:44
2016-03-27 11:52,VW_Beetle_en_Vouge,2650,volkswagen beetle limousine Manual 2001 6,test,limousine,2001,Manual,102,beetle,150000,6,benzin,volkswagen,nein,2016-03-27 0:00,73547,2016-04-01 10:46
2016-03-28 2:32,VW_Passat_1.6_Comfortline___gepfl._Rentnerfahrzeug_TÃ?Å?�V/ASU_Neu,3000,volkswagen passat limousine Manual 2001 1,control,limousine,2001,Manual,102,passat,150000,1,benzin,volkswagen,nein,2016-03-28 0:00,61250,2016-03-29 18:29
2016-03-31 23:43,VW_T4__2_5TDI_Kat_Caravelle__9_Sitzer_Diesel_gebraucht_unfallfrei,6450,volkswagen transporter bus Manual 2001 3,control,bus,2001,Manual,102,transporter,150000,3,diesel,volkswagen,nein,2016-03-31 0:00,37639,2016-04-06 19:45
2016-03-07 1:51,VW_Golf_IV_1.6_Highline,3800,volkswagen golf limousine Automatic 2002 0,control,limousine,2002,Automatic,102,golf,100000,0,benzin,volkswagen,nein,2016-03-07 0:00,88682,2016-04-07 10:45
2016-03-12 18:50,VW_T4_Mulitvan_Modell_Generation,9950,volkswagen transporter bus Manual 2002 12,test,bus,2002,Manual,102,transporter,150000,12,diesel,volkswagen,nein,2016-03-12 0:00,24855,2016-03-24 18:47
2016-03-12 19:37,T4_Caravelle_mit_Gruene_Plakette_Euro_4,4500,volkswagen andere bus Manual 2002 12,test,bus,2002,Manual,102,andere,150000,12,diesel,volkswagen,nein,2016-03-12 0:00,60318,2016-03-13 16:37
2016-03-21 17:52,Volkswagen_Caravelle_T4_TDI_7DK_2Y3/_Autm.,11950,volkswagen transporter bus Automatic 2002 11,control,bus,2002,Automatic,102,transporter,150000,11,diesel,volkswagen,nein,2016-03-21 0:00,33729,2016-04-06 19:15
2016-03-22 15:36,Volkswagen__VW_4_Transporter_8_Sitze__5500_Ã¢â??�Â�?Preis_VHB,4300,volkswagen transporter bus Manual 2002 12,control,bus,2002,Manual,102,transporter,150000,12,diesel,volkswagen,nein,2016-03-22 0:00,33104,2016-04-04 4:16
2016-03-24 16:52,VW_Bora_Variant_Kombi_TDI_Comfortline,3700,volkswagen bora kombi Manual 2002 9,control,kombi,2002,Manual,102,bora,150000,9,diesel,volkswagen,nein,2016-03-24 0:00,9241,2016-04-03 8:46
2016-04-03 11:52,Volkswagen_Transporter_T4_TDI_7DB1Y2,7500,volkswagen transporter bus Manual 2002 2,control,bus,2002,Manual,102,transporter,150000,2,diesel,volkswagen,nein,2016-04-03 0:00,22089,2016-04-07 12:47
2016-03-31 23:49,Opel_Astra_1.6_16v,500,opel astra limousine Manual 1998 0,control,limousine,1998,Manual,102,astra,150000,0,benzin,opel,,2016-03-31 0:00,99089,2016-04-07 0:17
2016-03-20 22:54,Smart_smart_fortwo_coupe_softouch_BRABUS_Xclusive,13299,smart fortwo kleinwagen Automatic 2011 11,test,kleinwagen,2011,Automatic,102,fortwo,30000,11,benzin,smart,nein,2016-03-20 0:00,83059,2016-04-07 11:16
2016-03-13 16:52,Smart_Brabus_Fortwo___CoupÃ?Â©,11900,smart fortwo coupe Automatic 2012 1,test,coupe,2012,Automatic,102,fortwo,40000,1,benzin,smart,nein,2016-03-13 0:00,45257,2016-04-06 17:46
2016-04-05 10:47,Gepflegtes_Fahrzeug_KIA_Shuma_2_LS,999,kia andere limousine Manual 2002 10,control,limousine,2002,Manual,102,andere,150000,10,benzin,kia,nein,2016-04-05 0:00,32584,2016-04-07 13:18
2016-03-22 21:53,Daihatsu_Sirion_Sport__1_3__102_PS__TÃ?Å?�V_07/17__8x_bereift,1300,daihatsu sirion kleinwagen Manual 2000 7,control,kleinwagen,2000,Manual,102,sirion,150000,7,benzin,daihatsu,nein,2016-03-22 0:00,63477,2016-03-28 14:17
2016-03-16 21:54,Skoda_Skoda_Octavia_Kombi__GETRIEBESCHADEN__Alufelgen,500,skoda octavia kombi Manual 1999 8,control,kombi,1999,Manual,102,octavia,150000,8,benzin,skoda,ja,2016-03-16 0:00,58097,2016-03-17 22:18
