price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
800,test,kombi,1993,Manual,74,golf,150000,11,,volkswagen,nein,2016-03-09 0:00,0,26409,2016-03-12 17:18
52000,control,cabrio,2007,Manual,355,911,70000,3,benzin,porsche,nein,2016-03-05 0:00,0,14129,2016-04-07 3:46
2500,test,limousine,2003,Manual,0,6_reihe,150000,0,,mazda,,2016-03-19 0:00,0,19055,2016-03-19 9:51
2200,test,limousine,2001,Manual,109,3_reihe,150000,11,benzin,peugeot,nein,2016-03-31 0:00,0,52477,2016-04-06 17:45
750,control,kombi,1998,Automatic,125,c_klasse,5000,3,benzin,mercedes_benz,,2016-03-12 0:00,0,21680,2016-03-12 13:37
5600,test,limousine,2007,Manual,80,golf,125000,11,benzin,volkswagen,nein,2016-03-08 0:00,0,26789,2016-03-19 19:15
6300,control,limousine,2003,Automatic,177,e_klasse,150000,12,diesel,mercedes_benz,nein,2016-03-26 0:00,0,68794,2016-04-02 9:17
1499,test,limousine,1999,Manual,77,3er,5000,2,benzin,bmw,nein,2016-03-07 0:00,0,45770,2016-03-08 9:47
1950,control,andere,2003,Manual,101,,5000,8,diesel,opel,,2016-03-16 0:00,0,45770,2016-03-17 16:47
8850,test,kleinwagen,2006,Manual,170,cooper,90000,5,benzin,mini,nein,2016-03-28 0:00,0,85221,2016-04-06 15:15
7700,test,bus,2008,Automatic,140,s_max,5000,8,diesel,ford,nein,2016-03-22 0:00,0,97273,2016-04-05 20:19
33000,control,coupe,2013,Automatic,184,3er,40000,8,diesel,bmw,nein,2016-03-22 0:00,0,52428,2016-04-06 4:16
1499,control,limousine,2001,Manual,143,e_klasse,150000,8,diesel,mercedes_benz,nein,2016-03-22 0:00,0,59174,2016-03-25 16:52
5000,test,limousine,2009,Manual,60,fiesta,125000,7,benzin,ford,nein,2016-03-11 0:00,0,29378,2016-04-06 1:45
3899,test,kleinwagen,2002,Manual,100,ibiza,125000,11,benzin,seat,nein,2016-03-22 0:00,0,96175,2016-03-24 11:18
1850,test,limousine,2007,Manual,95,colt,125000,6,benzin,mitsubishi,ja,2016-03-09 0:00,0,83224,2016-03-16 7:48
12500,control,kombi,2007,Manual,170,e_klasse,150000,11,diesel,mercedes_benz,nein,2016-04-04 0:00,0,1067,2016-04-07 4:16
2999,test,bus,2008,Automatic,150,scenic,150000,9,diesel,renault,,2016-03-19 0:00,0,19412,2016-03-21 15:21
20990,test,limousine,2015,Manual,143,1er,40000,1,diesel,bmw,nein,2016-03-30 0:00,0,42489,2016-04-07 7:16
900,control,limousine,2001,Manual,102,a_klasse,150000,6,benzin,mercedes_benz,ja,2016-03-29 0:00,0,15236,2016-03-29 17:45
2800,control,limousine,1999,Manual,97,andere,5000,2,benzin,citroen,nein,2016-03-15 0:00,0,39110,2016-04-06 5:15
12750,test,kombi,2010,Manual,140,golf,150000,3,diesel,volkswagen,nein,2016-04-01 0:00,0,9212,2016-04-05 19:46
8490,control,kombi,2008,Manual,175,mondeo,150000,10,diesel,ford,nein,2016-03-29 0:00,0,39638,2016-03-29 18:49
4600,control,coupe,2009,Manual,106,megane,150000,5,diesel,renault,nein,2016-03-23 0:00,0,30457,2016-04-06 19:17
7900,test,limousine,2005,Automatic,163,1er,150000,10,diesel,bmw,nein,2016-04-05 0:00,0,82229,2016-04-05 12:43
980,control,limousine,1997,Manual,90,6_reihe,150000,10,benzin,mazda,nein,2016-04-02 0:00,0,6386,2016-04-06 19:46
2650,test,limousine,2001,Manual,107,laguna,125000,8,diesel,renault,,2016-04-04 0:00,0,66271,2016-04-06 22:16
1300,test,,1995,Manual,150,escort,100000,0,,ford,,2016-03-23 0:00,0,42369,2016-04-06 3:46
2222,test,bus,2004,Manual,97,zafira,150000,11,cng,opel,nein,2016-03-05 0:00,0,13437,2016-03-15 21:15
6000,test,limousine,2006,Manual,95,a_klasse,90000,1,benzin,mercedes_benz,nein,2016-03-19 0:00,0,74912,2016-03-25 23:18
14500,control,limousine,2012,Manual,156,c_klasse,50000,4,benzin,mercedes_benz,nein,2016-03-30 0:00,0,33104,2016-03-30 17:57
11400,control,bus,2010,Manual,143,5_reihe,125000,3,diesel,mazda,nein,2016-04-03 0:00,0,26446,2016-04-07 13:16
3333,control,cabrio,1997,Manual,150,3er,150000,4,benzin,bmw,nein,2016-03-30 0:00,0,63165,2016-04-01 3:47
3100,control,limousine,2005,Manual,116,focus,150000,10,diesel,ford,ja,2016-04-03 0:00,0,22087,2016-04-06 1:45
1750,control,kleinwagen,2001,Manual,75,corsa,150000,4,benzin,opel,nein,2016-03-22 0:00,0,53604,2016-03-30 0:45
17000,test,limousine,2010,Automatic,170,e_klasse,125000,12,diesel,mercedes_benz,ja,2016-03-04 0:00,0,61348,2016-03-21 6:16
12999,test,kombi,2009,Manual,190,a6,150000,1,diesel,audi,nein,2016-03-19 0:00,0,45145,2016-03-28 10:16
1700,control,kleinwagen,2002,Manual,60,fabia,150000,10,benzin,skoda,nein,2016-03-27 0:00,0,34474,2016-03-28 8:46
2000,control,bus,2000,Manual,107,scenic,150000,9,benzin,renault,nein,2016-03-27 0:00,0,79189,2016-04-05 15:15
3400,control,kleinwagen,2002,Manual,150,golf,150000,2,diesel,volkswagen,nein,2016-03-28 0:00,0,18246,2016-03-30 7:45
11200,control,coupe,2009,Manual,160,scirocco,150000,7,benzin,volkswagen,ja,2016-03-12 0:00,0,63263,2016-04-05 15:16
16450,test,kombi,2008,Manual,239,a4,150000,7,diesel,audi,nein,2016-03-25 0:00,0,36167,2016-03-26 19:47
1500,test,kleinwagen,2006,Manual,68,fiesta,150000,3,diesel,ford,nein,2016-03-07 0:00,0,92699,2016-03-18 0:15
3950,control,bus,2004,Manual,65,combo,150000,3,diesel,opel,nein,2016-03-28 0:00,0,19053,2016-04-07 1:45
2500,test,limousine,2004,Manual,125,vectra,150000,10,diesel,opel,nein,2016-04-04 0:00,0,45329,2016-04-04 15:52
750,test,kombi,2000,Manual,0,,150000,0,,opel,,2016-03-22 0:00,0,48527,2016-03-22 16:39
14500,control,limousine,2005,Automatic,272,,150000,2,benzin,mercedes_benz,nein,2016-03-22 0:00,0,94060,2016-03-24 7:50
1500,test,limousine,1994,Manual,75,golf,150000,1,benzin,volkswagen,nein,2016-03-14 0:00,0,86637,2016-04-06 3:16
3800,test,limousine,2000,Manual,163,c_klasse,125000,7,benzin,mercedes_benz,nein,2016-03-20 0:00,0,4129,2016-04-07 11:44
1780,control,andere,2000,Manual,64,andere,150000,6,diesel,skoda,nein,2016-03-26 0:00,0,2997,2016-04-06 0:44
2500,control,kleinwagen,2004,Automatic,61,fortwo,100000,3,benzin,smart,nein,2016-03-28 0:00,0,16356,2016-04-07 5:16
9500,test,,1970,Manual,60,andere,5000,0,,mini,,2016-03-16 0:00,0,91738,2016-04-06 5:16
7300,test,kombi,2005,Manual,0,passat,150000,3,diesel,volkswagen,nein,2016-03-22 0:00,0,59073,2016-04-06 6:45
5999,control,kombi,2009,Manual,105,octavia,150000,10,diesel,skoda,nein,2016-04-01 0:00,0,30519,2016-04-05 12:17
1980,control,andere,2004,Manual,81,rio,80000,3,benzin,kia,nein,2016-03-24 0:00,0,13403,2016-03-29 9:17
5999,control,kombi,2006,Manual,101,fabia,150000,7,diesel,skoda,nein,2016-03-06 0:00,0,44623,2016-04-07 1:15
810,test,limousine,1994,Manual,192,3er,150000,11,benzin,bmw,nein,2016-03-10 0:00,0,76726,2016-03-14 13:46
24450,test,suv,2013,Automatic,170,q3,50000,12,benzin,audi,nein,2016-03-19 0:00,0,85055,2016-04-07 5:15
999,control,kleinwagen,1999,Manual,60,2_reihe,150000,1,benzin,peugeot,nein,2016-03-22 0:00,0,73525,2016-04-06 9:17
1399,test,kleinwagen,2005,Manual,75,twingo,150000,7,benzin,renault,nein,2016-03-25 0:00,0,79725,2016-04-05 4:18
1200,control,kleinwagen,2005,Automatic,61,fortwo,125000,10,benzin,smart,ja,2016-03-05 0:00,0,10707,2016-03-06 4:45
13990,control,kleinwagen,2012,Manual,143,ibiza,70000,5,diesel,seat,nein,2016-03-18 0:00,0,91077,2016-04-05 22:16
3100,test,kleinwagen,2003,Manual,60,fiesta,100000,6,benzin,ford,,2016-03-07 0:00,0,37671,2016-04-05 15:17
500,control,kombi,1999,Manual,0,mondeo,150000,5,benzin,ford,ja,2016-03-23 0:00,0,65510,2016-03-30 8:17
3499,test,limousine,2002,Manual,110,golf,150000,10,benzin,volkswagen,nein,2016-03-05 0:00,0,64823,2016-03-20 20:46
5800,control,kombi,2007,Manual,174,cooper,80000,12,benzin,mini,nein,2016-03-21 0:00,0,24768,2016-03-21 12:41
4600,control,kombi,2003,Manual,193,5er,150000,9,diesel,bmw,ja,2016-03-28 0:00,0,64711,2016-04-07 0:18
3699,test,kombi,2005,Manual,101,golf,150000,4,diesel,volkswagen,,2016-03-08 0:00,0,17139,2016-03-24 20:45
555,control,limousine,2000,Manual,60,clio,150000,4,benzin,renault,,2016-03-18 0:00,0,49082,2016-03-31 5:17
1050,test,limousine,1999,Manual,101,a3,150000,8,benzin,audi,nein,2016-03-20 0:00,0,93170,2016-04-07 4:46
3000,test,coupe,1989,Manual,95,scirocco,125000,4,benzin,volkswagen,nein,2016-03-14 0:00,0,49451,2016-03-17 1:17
6300,control,cabrio,2004,Manual,102,beetle,125000,5,benzin,volkswagen,nein,2016-03-21 0:00,0,85757,2016-04-06 23:45
6800,control,suv,2001,Automatic,250,m_klasse,125000,12,diesel,mercedes_benz,ja,2016-03-28 0:00,0,72275,2016-04-06 10:18
3300,test,kombi,2003,Manual,116,sharan,150000,1,diesel,volkswagen,nein,2016-03-04 0:00,0,63069,2016-03-05 19:32
2350,control,kleinwagen,2007,Manual,80,fabia,150000,12,diesel,skoda,nein,2016-03-19 0:00,0,52353,2016-04-07 8:46
999,test,kleinwagen,2003,Manual,50,lupo,150000,0,benzin,volkswagen,,2016-03-11 0:00,0,55122,2016-03-12 15:19
9777,control,kombi,2010,Manual,109,v50,150000,5,diesel,volvo,nein,2016-03-21 0:00,0,67063,2016-04-06 16:17
1600,control,coupe,1997,Manual,131,andere,150000,1,benzin,fiat,nein,2016-04-03 0:00,0,45145,2016-04-05 12:18
19599,test,cabrio,2011,Manual,184,cooper,60000,12,benzin,mini,nein,2016-03-25 0:00,0,88518,2016-04-06 8:46
13750,test,kombi,2007,Manual,140,passat,90000,1,diesel,volkswagen,nein,2016-03-26 0:00,0,50181,2016-04-07 1:45
7000,control,kombi,2007,Automatic,179,a4,150000,5,diesel,audi,nein,2016-03-15 0:00,0,93098,2016-04-05 19:44
2000,test,limousine,1998,Manual,101,golf,150000,2,benzin,volkswagen,nein,2016-03-30 0:00,0,6369,2016-04-07 3:15
8900,control,kleinwagen,2013,Manual,87,corsa,40000,11,benzin,opel,nein,2016-03-12 0:00,0,48653,2016-03-13 0:16
1350,test,coupe,1992,Manual,116,calibra,150000,10,benzin,opel,nein,2016-03-27 0:00,0,32469,2016-04-03 15:47
1250,test,limousine,2000,Manual,0,6_reihe,150000,0,,mazda,ja,2016-03-16 0:00,0,66679,2016-04-06 13:46
15000,control,kleinwagen,2014,Manual,114,2_reihe,60000,8,diesel,peugeot,nein,2016-04-04 0:00,0,1109,2016-04-06 13:44
13900,test,kombi,2011,Automatic,143,3er,150000,6,diesel,bmw,nein,2016-03-21 0:00,0,71034,2016-04-06 22:44
1150,control,limousine,1996,Automatic,101,vectra,150000,4,benzin,opel,nein,2016-04-05 0:00,0,49328,2016-04-07 13:16
600,test,kombi,1999,Manual,101,passat,150000,0,benzin,volkswagen,ja,2016-04-04 0:00,0,48607,2016-04-04 16:39
7400,test,limousine,2004,Automatic,177,e_klasse,150000,4,diesel,mercedes_benz,nein,2016-03-25 0:00,0,60488,2016-04-07 6:44
600,test,kombi,1996,Manual,90,3er,150000,3,diesel,bmw,ja,2016-03-09 0:00,0,2828,2016-04-05 14:18
7900,test,bus,2007,Manual,150,sprinter,5000,0,diesel,mercedes_benz,,2016-03-20 0:00,0,65479,2016-04-06 21:47
800,control,coupe,1999,Manual,190,4_reihe,150000,6,benzin,peugeot,nein,2016-03-31 0:00,0,35685,2016-04-06 8:15
19200,control,cabrio,2011,Manual,143,1er,40000,6,benzin,bmw,nein,2016-03-29 0:00,0,52445,2016-04-02 7:48
5980,test,bus,2009,Manual,110,zafira,150000,5,diesel,opel,,2016-03-12 0:00,0,14052,2016-03-20 21:16
1400,control,limousine,2003,Manual,133,stilo,150000,5,benzin,fiat,ja,2016-03-21 0:00,0,91555,2016-03-31 13:16
600,control,limousine,1995,Manual,75,golf,150000,10,benzin,volkswagen,nein,2016-03-31 0:00,0,38368,2016-04-06 2:16
4600,control,bus,2004,Manual,125,focus,125000,7,benzin,ford,nein,2016-03-05 0:00,0,7356,2016-04-07 8:44
2990,control,limousine,2003,Manual,110,golf,150000,1,benzin,volkswagen,nein,2016-03-17 0:00,0,85757,2016-04-06 18:45
15600,test,limousine,2010,Automatic,231,e_klasse,150000,5,diesel,mercedes_benz,ja,2016-03-31 0:00,0,45309,2016-04-02 7:47
899,control,limousine,2003,Manual,84,astra,150000,7,benzin,opel,ja,2016-03-19 0:00,0,48727,2016-03-19 15:54
699,test,kleinwagen,1998,Manual,60,ka,90000,9,benzin,ford,nein,2016-04-02 0:00,0,50126,2016-04-02 12:50
1000,control,kleinwagen,2000,Manual,75,fiesta,150000,3,benzin,ford,nein,2016-03-29 0:00,0,49740,2016-04-05 23:17
4699,test,limousine,2007,Manual,102,leon,150000,1,benzin,seat,nein,2016-03-04 0:00,0,56281,2016-03-11 15:44
1900,test,kleinwagen,2006,Manual,75,punto,150000,6,diesel,fiat,ja,2016-03-24 0:00,0,77773,2016-04-05 10:18
4900,control,kleinwagen,2001,Manual,116,cooper,125000,11,benzin,mini,nein,2016-03-28 0:00,0,82538,2016-04-07 4:15
26541,test,kombi,2014,Automatic,177,passat,40000,8,diesel,volkswagen,nein,2016-03-13 0:00,0,34576,2016-04-06 18:15
12500,control,kleinwagen,2010,Manual,105,polo,90000,7,diesel,volkswagen,nein,2016-03-25 0:00,0,57537,2016-04-07 8:44
2650,test,bus,2003,Manual,136,andere,150000,3,diesel,mazda,nein,2016-04-05 0:00,0,33758,2016-04-07 12:15
13800,control,bus,2012,Manual,122,golf,30000,7,benzin,volkswagen,nein,2016-03-05 0:00,0,79576,2016-03-30 17:15
4290,test,cabrio,2004,Manual,110,mx_reihe,100000,3,benzin,mazda,nein,2016-03-30 0:00,0,22309,2016-04-07 11:45
6500,control,kombi,2005,Manual,140,a4,150000,8,diesel,audi,nein,2016-04-03 0:00,0,97959,2016-04-07 12:44
22999,control,suv,2010,Automatic,239,touareg,150000,6,diesel,volkswagen,nein,2016-03-15 0:00,0,39261,2016-03-17 18:47
10400,control,bus,2009,Manual,116,sharan,125000,6,diesel,volkswagen,nein,2016-03-12 0:00,0,83022,2016-03-14 8:46
1000,control,limousine,2003,Manual,103,stilo,150000,3,benzin,fiat,nein,2016-03-22 0:00,0,83071,2016-03-24 0:17
700,control,kleinwagen,1997,Manual,0,polo,150000,12,benzin,volkswagen,,2016-03-12 0:00,0,48324,2016-03-31 8:45
5999,control,limousine,2005,Manual,115,1er,150000,6,benzin,bmw,nein,2016-03-28 0:00,0,39104,2016-04-06 20:46
550,control,kombi,1991,Manual,75,passat,150000,12,benzin,volkswagen,nein,2016-03-30 0:00,0,29456,2016-04-07 12:47
2950,test,limousine,1990,Manual,58,,90000,1,benzin,sonstige_autos,nein,2016-03-11 0:00,0,7422,2016-03-12 23:45
600,test,kleinwagen,1999,Manual,88,2_reihe,150000,12,benzin,peugeot,nein,2016-03-19 0:00,0,72351,2016-04-04 17:44
1440,control,limousine,1998,Manual,101,golf,150000,12,benzin,volkswagen,,2016-03-26 0:00,0,47169,2016-03-26 9:40
1190,test,limousine,1998,Manual,68,golf,150000,8,diesel,volkswagen,ja,2016-04-01 0:00,0,54558,2016-04-03 7:16
4400,test,limousine,2010,Manual,90,c4,150000,6,diesel,citroen,nein,2016-03-07 0:00,0,87757,2016-03-07 12:54
4200,control,kleinwagen,2007,Manual,87,yaris,150000,9,benzin,toyota,nein,2016-03-17 0:00,0,56291,2016-03-31 11:15
500,control,kombi,2000,Manual,136,6_reihe,150000,9,benzin,mazda,nein,2016-04-03 0:00,0,24613,2016-04-03 18:39
1350,control,limousine,1999,Manual,110,a3,150000,1,benzin,audi,,2016-03-31 0:00,0,26127,2016-04-02 10:46
53000,test,coupe,2010,Automatic,439,,60000,1,benzin,sonstige_autos,nein,2016-03-08 0:00,0,75015,2016-03-11 2:44
700,control,kleinwagen,2001,Manual,0,corsa,150000,5,benzin,opel,,2016-03-24 0:00,0,44809,2016-04-05 12:17
7599,test,kombi,2003,Automatic,231,5er,150000,6,benzin,bmw,nein,2016-03-30 0:00,0,73333,2016-04-06 22:45
1600,control,andere,1998,Manual,170,3er,150000,6,benzin,bmw,nein,2016-03-28 0:00,0,59555,2016-03-30 10:45
7300,test,kleinwagen,2005,Automatic,140,golf,100000,3,diesel,volkswagen,nein,2016-03-11 0:00,0,45473,2016-03-30 22:18
9900,test,kleinwagen,2012,Automatic,86,polo,40000,4,benzin,volkswagen,nein,2016-04-02 0:00,0,57462,2016-04-06 12:16
7700,test,andere,2007,Manual,0,transporter,90000,7,diesel,volkswagen,nein,2016-03-12 0:00,0,38640,2016-04-04 22:45
4499,control,cabrio,1998,Manual,150,golf,150000,6,benzin,volkswagen,,2016-04-04 0:00,0,99867,2016-04-06 14:16
11500,test,cabrio,2010,Manual,105,beetle,100000,6,diesel,volkswagen,nein,2016-04-04 0:00,0,36329,2016-04-07 2:17
7000,test,kombi,2004,Manual,231,3er,150000,1,benzin,bmw,nein,2016-03-16 0:00,0,22848,2016-03-19 6:16
1250,test,kleinwagen,2000,Manual,54,corsa,150000,2,benzin,opel,nein,2016-03-15 0:00,0,35410,2016-04-05 20:46
1950,test,bus,2000,Manual,80,kangoo,125000,7,diesel,renault,,2016-04-02 0:00,0,23560,2016-04-06 9:16
2890,test,limousine,2002,Manual,0,3er,90000,7,benzin,bmw,,2016-03-10 0:00,0,4575,2016-04-01 17:51
3400,control,kleinwagen,2009,Manual,61,fortwo,70000,1,benzin,smart,nein,2016-03-26 0:00,0,17033,2016-03-31 3:16
4900,control,kleinwagen,2009,Manual,86,fabia,125000,8,benzin,skoda,nein,2016-03-12 0:00,0,53474,2016-03-16 16:50
8900,control,limousine,1990,Manual,170,90,150000,2,benzin,audi,nein,2016-03-20 0:00,0,35753,2016-04-01 4:17
2500,control,cabrio,2000,Automatic,0,fortwo,100000,0,,smart,,2016-03-09 0:00,0,13089,2016-03-23 14:17
1790,test,kombi,2001,Manual,120,laguna,150000,6,lpg,renault,nein,2016-03-07 0:00,0,13359,2016-04-07 9:16
500,control,limousine,1997,Manual,113,andere,150000,3,benzin,fiat,ja,2016-03-12 0:00,0,55469,2016-04-06 18:45
1100,control,kleinwagen,2000,Manual,60,2_reihe,150000,5,benzin,peugeot,ja,2016-03-21 0:00,0,66839,2016-03-31 14:17
15400,test,limousine,2010,Automatic,170,3er,40000,5,benzin,bmw,nein,2016-04-06 0:00,0,65812,2016-04-06 14:25
4650,test,kleinwagen,2008,Automatic,80,corsa,125000,1,benzin,opel,nein,2016-04-02 0:00,0,50354,2016-04-06 9:16
28750,test,cabrio,2011,Automatic,204,e_klasse,80000,7,benzin,mercedes_benz,nein,2016-03-12 0:00,0,42655,2016-04-07 10:16
2250,test,kleinwagen,2006,Manual,79,clio,150000,10,benzin,renault,nein,2016-03-23 0:00,0,72364,2016-03-23 13:50
18500,control,limousine,2012,Manual,170,a3,50000,3,diesel,audi,nein,2016-04-03 0:00,0,92421,2016-04-07 12:47
1000,test,kombi,1998,Manual,150,5er,150000,12,benzin,bmw,nein,2016-04-01 0:00,0,50189,2016-04-03 21:46
12300,control,limousine,2008,Automatic,143,1er,150000,1,benzin,bmw,nein,2016-03-19 0:00,0,65428,2016-04-06 5:45
1499,test,kleinwagen,1999,Manual,65,corsa,125000,8,benzin,opel,nein,2016-03-14 0:00,0,58675,2016-03-21 6:16
2800,test,limousine,2001,Manual,230,s60,150000,12,benzin,volvo,nein,2016-03-20 0:00,0,42287,2016-03-25 22:18
800,test,kleinwagen,2000,Manual,60,fiesta,150000,9,benzin,ford,nein,2016-03-26 0:00,0,61267,2016-04-06 22:18
4000,test,kombi,2005,Manual,140,octavia,150000,2,diesel,skoda,nein,2016-03-20 0:00,0,4552,2016-04-07 1:45
1999,test,bus,2001,Manual,146,galaxy,150000,0,benzin,ford,nein,2016-03-28 0:00,0,91080,2016-04-06 16:15
22950,test,bus,2014,Automatic,105,touran,40000,9,diesel,volkswagen,nein,2016-03-05 0:00,0,38448,2016-04-05 12:19
1400,test,kleinwagen,2002,Manual,41,fortwo,150000,6,diesel,smart,nein,2016-03-14 0:00,0,8525,2016-04-06 0:15
59000,control,kombi,2014,Automatic,313,a6,30000,6,diesel,audi,nein,2016-04-04 0:00,0,69469,2016-04-06 23:18
23990,test,coupe,2009,Automatic,292,e_klasse,125000,6,benzin,mercedes_benz,nein,2016-03-30 0:00,0,30453,2016-04-01 13:18
6750,test,kombi,2008,Manual,126,avensis,150000,3,diesel,toyota,nein,2016-03-19 0:00,0,93482,2016-03-30 15:17
2250,control,kombi,2008,Manual,121,andere,150000,3,lpg,chevrolet,nein,2016-03-21 0:00,0,63512,2016-03-28 15:19
2500,control,cabrio,1997,Manual,131,andere,150000,1,benzin,chrysler,nein,2016-04-02 0:00,0,35444,2016-04-06 14:44
2850,test,bus,2001,Automatic,122,vito,150000,2,diesel,mercedes_benz,ja,2016-03-21 0:00,0,73079,2016-03-23 0:15
11300,test,bus,2004,Manual,131,transporter,150000,10,diesel,volkswagen,nein,2016-03-07 0:00,0,90766,2016-03-22 8:17
7500,control,kleinwagen,2005,Manual,125,corsa,60000,5,benzin,opel,nein,2016-04-01 0:00,0,12529,2016-04-05 11:44
1999,control,limousine,2000,Automatic,136,3er,150000,11,diesel,bmw,ja,2016-03-10 0:00,0,85301,2016-04-07 0:44
9450,control,coupe,2002,Manual,192,andere,80000,12,benzin,toyota,nein,2016-03-14 0:00,0,99867,2016-04-05 13:16
2200,control,kombi,2003,Manual,102,megane,150000,12,diesel,renault,nein,2016-03-21 0:00,0,75217,2016-04-06 13:46
1350,control,limousine,1999,Manual,0,megane,150000,9,,renault,,2016-04-03 0:00,0,29699,2016-04-05 11:44
21900,control,bus,2007,Manual,200,transporter,150000,3,diesel,volkswagen,nein,2016-03-11 0:00,0,39288,2016-04-05 12:44
15600,control,kombi,2010,Automatic,184,3er,150000,10,diesel,bmw,,2016-03-30 0:00,0,84130,2016-03-30 14:47
850,test,limousine,1999,Manual,0,octavia,150000,0,benzin,skoda,nein,2016-03-19 0:00,0,27749,2016-03-24 0:15
12998,control,limousine,2013,Manual,140,astra,60000,7,benzin,opel,nein,2016-03-30 0:00,0,65760,2016-04-05 13:45
2500,test,kombi,2005,Manual,120,primera,150000,9,,nissan,,2016-04-04 0:00,0,56410,2016-04-05 12:13
1650,control,coupe,1990,Automatic,179,andere,150000,1,benzin,mercedes_benz,ja,2016-03-31 0:00,0,47652,2016-04-06 12:16
15000,test,kombi,2010,Manual,179,a4,125000,2,benzin,audi,nein,2016-03-06 0:00,0,56182,2016-03-17 22:18
1699,test,limousine,1999,Manual,0,passat,150000,7,benzin,volkswagen,nein,2016-03-10 0:00,0,52351,2016-03-12 10:17
4799,control,coupe,2001,Automatic,170,3er,150000,12,benzin,bmw,nein,2016-03-09 0:00,0,47608,2016-04-06 4:17
1550,control,bus,2003,Automatic,144,carnival,150000,3,diesel,kia,nein,2016-03-17 0:00,0,90439,2016-04-06 22:45
3800,control,kombi,2005,Automatic,109,2_reihe,150000,11,benzin,peugeot,nein,2016-03-22 0:00,0,12524,2016-04-06 23:16
6600,test,kleinwagen,2009,Manual,82,fiesta,30000,7,benzin,ford,nein,2016-03-17 0:00,0,28215,2016-04-05 18:45
1900,test,limousine,1999,Manual,75,golf,150000,7,benzin,volkswagen,nein,2016-03-09 0:00,0,22049,2016-03-10 7:39
3500,control,cabrio,2004,Manual,110,mx_reihe,150000,11,benzin,mazda,,2016-03-05 0:00,0,49762,2016-03-10 7:40
3100,control,limousine,2005,Manual,125,mondeo,125000,9,benzin,ford,nein,2016-03-22 0:00,0,24119,2016-03-27 1:15
29500,test,kombi,2015,Automatic,150,a3,5000,9,diesel,audi,nein,2016-03-10 0:00,0,85095,2016-03-10 21:17
3498,test,bus,2006,Automatic,136,andere,150000,12,benzin,citroen,nein,2016-04-04 0:00,0,21502,2016-04-06 19:48
1300,test,limousine,1999,Manual,100,golf,150000,12,benzin,volkswagen,nein,2016-03-12 0:00,0,63911,2016-03-12 21:47
2300,test,limousine,2000,Manual,150,a4,150000,8,benzin,audi,nein,2016-03-11 0:00,0,87672,2016-04-07 8:16
1490,control,limousine,1998,Manual,101,focus,90000,11,benzin,ford,nein,2016-03-22 0:00,0,13589,2016-03-31 17:16
1590,test,limousine,1996,Manual,136,andere,150000,8,benzin,mercedes_benz,nein,2016-03-11 0:00,0,84032,2016-04-05 19:47
950,control,kleinwagen,1997,Manual,60,polo,150000,3,benzin,volkswagen,nein,2016-03-22 0:00,0,47179,2016-03-27 19:48
4750,test,limousine,2002,Automatic,147,vectra,100000,9,benzin,opel,nein,2016-04-03 0:00,0,68519,2016-04-05 14:44
2950,control,kombi,2004,Automatic,116,octavia,150000,6,benzin,skoda,ja,2016-03-24 0:00,0,51580,2016-03-30 15:44
950,control,kombi,2000,Manual,0,lancer,150000,2,,mitsubishi,nein,2016-03-10 0:00,0,79100,2016-03-12 14:46
36500,test,coupe,2015,Manual,184,tt,20000,4,diesel,audi,nein,2016-03-20 0:00,0,80809,2016-04-06 13:15
6999,control,bus,2003,Automatic,102,transporter,150000,4,diesel,volkswagen,nein,2016-03-31 0:00,0,30926,2016-04-06 9:44
1200,test,,2005,Manual,0,lupo,150000,1,,volkswagen,nein,2016-03-08 0:00,0,94034,2016-03-09 9:47
4299,control,suv,2000,Automatic,0,grand,150000,9,benzin,suzuki,nein,2016-04-03 0:00,0,37130,2016-04-03 16:46
12600,control,kombi,2005,Manual,177,a6,150000,5,benzin,audi,nein,2016-04-05 0:00,0,61440,2016-04-05 22:25
2900,control,limousine,2007,Manual,150,3_reihe,150000,11,benzin,peugeot,nein,2016-03-16 0:00,0,90489,2016-03-16 17:48
750,test,limousine,1998,Manual,150,passat,150000,2,benzin,volkswagen,ja,2016-03-09 0:00,0,21493,2016-03-29 5:16
2100,control,kleinwagen,2003,Manual,60,punto,60000,9,benzin,fiat,ja,2016-03-22 0:00,0,42117,2016-04-06 2:16
1900,test,bus,2001,Manual,125,zafira,150000,4,lpg,opel,,2016-03-30 0:00,0,47057,2016-03-30 21:56
4749,control,kombi,2007,Manual,109,focus,150000,6,diesel,ford,nein,2016-03-23 0:00,0,27751,2016-04-04 0:44
3499,test,bus,2004,Automatic,77,touran,150000,12,diesel,volkswagen,nein,2016-03-31 0:00,0,21683,2016-04-03 1:19
600,control,kleinwagen,1997,Manual,54,corsa,150000,0,benzin,opel,,2016-03-19 0:00,0,86971,2016-04-07 4:44
600,control,coupe,1998,Manual,170,andere,150000,12,benzin,ford,nein,2016-03-09 0:00,0,7973,2016-04-07 0:45
2950,test,kleinwagen,2009,Manual,75,sandero,90000,11,benzin,dacia,nein,2016-03-20 0:00,0,17109,2016-04-06 14:45
5900,control,coupe,2001,Manual,170,3er,150000,7,benzin,bmw,nein,2016-03-05 0:00,0,57572,2016-03-18 3:45
